,Liquidity_Samples
4038,1.488364851755856e+25
4039,1.4837730476757768e+25
4040,1.5280915080002456e+25
4041,1.4341617879307105e+25
4042,1.5435220996921308e+25
4043,1.4969748930096374e+25
4044,1.4305900130749572e+25
4045,1.468138819091041e+25
4046,1.486853901383711e+25
4047,1.4708270481415757e+25
4048,1.5230387168536256e+25
4049,1.4387324114122505e+25
4050,1.4909888689827913e+25
4051,1.49830101548056e+25
4052,1.4428014672019857e+25
4053,1.4483363983739246e+25
4054,1.4919485195977775e+25
4055,1.440208493138811e+25
4056,1.4735413254033239e+25
4057,1.4623845841876303e+25
4058,1.4800246480908262e+25
4059,1.5085559828623024e+25
4060,1.5289407680045797e+25
4061,1.4466477725583729e+25
4062,1.5063441187851836e+25
4063,1.495911663779237e+25
4064,1.5652232347335976e+25
4065,1.4756083511824668e+25
4066,1.5234218702731206e+25
4067,1.493668609514157e+25
4068,1.5453122994950238e+25
4069,1.4933906983424445e+25
4070,1.429909494670613e+25
4071,1.5289023083151714e+25
4072,1.498172759952428e+25
4073,1.4384361042727244e+25
4074,1.5063335079333356e+25
4075,1.5663001017921294e+25
4076,1.5198941392645887e+25
4077,1.4951516827093669e+25
4078,1.4582818165470104e+25
4079,1.409569472988908e+25
4080,1.4982025981934297e+25
4081,1.441291124149537e+25
4082,1.4643195139878005e+25
4083,1.485636838321945e+25
4084,1.5640231639960639e+25
4085,1.4837045363065851e+25
4086,1.5057325955803925e+25
4087,1.5205436243692698e+25
4088,1.4650683089702373e+25
4089,1.4115351114975431e+25
4090,1.4847415965742742e+25
4091,1.457268580411878e+25
4092,1.5098539357151798e+25
4093,1.4828327382281771e+25
4094,1.4553061548618822e+25
4095,1.4916665464878946e+25
4096,1.5524157429497263e+25
4097,1.4387979033960536e+25
4098,1.4822792250238027e+25
4099,1.4992731793801018e+25
4100,1.4650865615278355e+25
4101,1.4668045366460817e+25
4102,1.4960143652372501e+25
4103,1.4848399355666488e+25
4104,1.478684533899133e+25
4105,1.4486509565801355e+25
4106,1.4702874415007476e+25
4107,1.4847447863472663e+25
4108,1.4797026084590543e+25
4109,1.4844251714848858e+25
4110,1.5105120549036657e+25
4111,1.5147688934624309e+25
4112,1.5303237879295199e+25
4113,1.4944516355504175e+25
4114,1.4829559121518872e+25
4115,1.4380813887222074e+25
4116,1.5049730617310058e+25
4117,1.5213145697224487e+25
4118,1.472631257671797e+25
4119,1.4767058394527524e+25
4120,1.469557257013363e+25
4121,1.553782329092749e+25
4122,1.504224290393334e+25
4123,1.438041540482617e+25
4124,1.4683657069569224e+25
4125,1.5190684671293553e+25
4126,1.4706077678665398e+25
4127,1.5395972353763286e+25
4128,1.4790881726016771e+25
4129,1.479037480090141e+25
4130,1.5360989541842542e+25
4131,1.5321054225070533e+25
4132,1.5068742339178327e+25
4133,1.4928075115962915e+25
4134,1.5185454052786408e+25
4135,1.5227944646622045e+25
4136,1.5057429611092888e+25
4137,1.4926637405028316e+25
4138,1.4769580818535734e+25
4139,1.4842994746082924e+25
4140,1.45350328649665e+25
4141,1.5222482543918633e+25
4142,1.5000321354049613e+25
4143,1.509078107475088e+25
4144,1.4882827972292744e+25
4145,1.5233162736625123e+25
4146,1.460752149244905e+25
4147,1.467216625720043e+25
4148,1.5148133261099155e+25
4149,1.4329574855582773e+25
4150,1.471683113428155e+25
4151,1.5414300740279165e+25
4152,1.495793490069589e+25
4153,1.6076634471937824e+25
4154,1.5408618660683674e+25
4155,1.5013679479006251e+25
4156,1.4597643673343238e+25
4157,1.526966645247412e+25
4158,1.472068718437013e+25
4159,1.5093001729515812e+25
4160,1.3768792487090369e+25
4161,1.4760430314648671e+25
4162,1.4337821429738941e+25
4163,1.4713375328159338e+25
4164,1.4914674808582817e+25
4165,1.538825291421508e+25
4166,1.5331779242032638e+25
4167,1.4808641037329858e+25
4168,1.5114166907671836e+25
4169,1.51458490299119e+25
4170,1.530104592727375e+25
4171,1.5037359912785529e+25
4172,1.4588639499111018e+25
4173,1.5765860149209605e+25
4174,1.4510309335470585e+25
4175,1.434738775806738e+25
4176,1.5249008388327668e+25
4177,1.547915144149694e+25
4178,1.507890081343924e+25
4179,1.4334369363182507e+25
4180,1.450570371528267e+25
4181,1.5136007351776274e+25
4182,1.5173046281664872e+25
4183,1.504166859834093e+25
4184,1.4473721192394827e+25
4185,1.465528088963403e+25
4186,1.4979353542480373e+25
4187,1.4759156399400146e+25
4188,1.4543979151736154e+25
4189,1.5938962316626236e+25
4190,1.4949422211472548e+25
4191,1.4296956898901673e+25
4192,1.534081312338522e+25
4193,1.4658164568637443e+25
4194,1.488805666614792e+25
4195,1.435351134226523e+25
4196,1.4636078167305188e+25
4197,1.553138500382494e+25
4198,1.5176973196778152e+25
4199,1.5557182974640349e+25
4200,1.4271384848922066e+25
4201,1.52753998120854e+25
4202,1.5126545243450726e+25
4203,1.4495784475434317e+25
4204,1.3968796256282999e+25
4205,1.4251091026075562e+25
4206,1.4474452102427825e+25
4207,1.578875000412354e+25
4208,1.4776975403126742e+25
4209,1.483980555000155e+25
4210,1.524801398241904e+25
4211,1.531248728946203e+25
4212,1.4901918646580734e+25
4213,1.5397898966053175e+25
4214,1.4931807137859804e+25
4215,1.5118474661736583e+25
4216,1.4274580229496912e+25
4217,1.526738673683012e+25
4218,1.4374557267984857e+25
4219,1.4802345230598526e+25
4220,1.469322392796615e+25
4221,1.4745781051502205e+25
4222,1.494786045672483e+25
4223,1.545804474223789e+25
4224,1.4609331195513168e+25
4225,1.5126720925273812e+25
4226,1.5239771461801861e+25
4227,1.4657929218520784e+25
4228,1.4912515338462694e+25
4229,1.5247774314845617e+25
4230,1.526168339810104e+25
4231,1.591329926445801e+25
4232,1.5341347761036876e+25
4233,1.4641357460577966e+25
4234,1.4891698973169596e+25
4235,1.588700330284201e+25
4236,1.5748109026273607e+25
4237,1.4831441604020875e+25
4238,1.4842165647359388e+25
4239,1.4529779979248744e+25
4240,1.5012071189932605e+25
4241,1.4667566096685257e+25
4242,1.4501431752368818e+25
4243,1.441865864993706e+25
4244,1.4664590475146266e+25
4245,1.4588033569462338e+25
4246,1.4798531941155612e+25
4247,1.5192711438028247e+25
4248,1.4735257187363275e+25
4249,1.4478764317842311e+25
4250,1.4754999267784553e+25
4251,1.4701791353104869e+25
4252,1.488597527573901e+25
4253,1.5173419342311426e+25
4254,1.5104834034341776e+25
4255,1.5339211279448715e+25
4256,1.4810833583838474e+25
4257,1.475682106330032e+25
4258,1.5203697624135084e+25
4259,1.4825392650022557e+25
4260,1.4622227271696927e+25
4261,1.528376655056844e+25
4262,1.412475367336594e+25
4263,1.4842653290433067e+25
4264,1.5041218670102865e+25
4265,1.5860818685454018e+25
4266,1.4553563113289753e+25
4267,1.492654997103369e+25
4268,1.5341818537441347e+25
4269,1.4408821965336753e+25
4270,1.470797370501709e+25
4271,1.4692933158585263e+25
4272,1.4907335861804693e+25
4273,1.5250648624861806e+25
4274,1.4854811462010846e+25
4275,1.5445492622221238e+25
4276,1.589663989027151e+25
4277,1.5201223665107035e+25
4278,1.5249338651697887e+25
4279,1.4965220205741463e+25
4280,1.496509334047079e+25
4281,1.486526174179157e+25
4282,1.4775752596905175e+25
4283,1.4640908353833186e+25
4284,1.5483606436176142e+25
4285,1.4838963035270545e+25
4286,1.5384009140583704e+25
4287,1.4963332426752147e+25
4288,1.5220539506940828e+25
4289,1.504530955615987e+25
4290,1.4455663959162757e+25
4291,1.526592679706621e+25
4292,1.5735606636737138e+25
4293,1.5327995192324603e+25
4294,1.4031712090057223e+25
4295,1.3809037627556954e+25
4296,1.5487922452461139e+25
4297,1.4672642196760348e+25
4298,1.4728805123557513e+25
4299,1.4545607079158519e+25
4300,1.4094488697074287e+25
4301,1.5441133140938098e+25
4302,1.391865206140559e+25
4303,1.4567934430557464e+25
4304,1.5959621204390452e+25
4305,1.492276207666313e+25
4306,1.4409184892897316e+25
4307,1.5218890431120036e+25
4308,1.472352410167176e+25
4309,1.4207755875712292e+25
4310,1.4596509447419205e+25
4311,1.4720517450534852e+25
4312,1.5002330956395162e+25
4313,1.472461761971169e+25
4314,1.515004291055358e+25
4315,1.367675488579533e+25
4316,1.5009438230797381e+25
4317,1.5082824929966804e+25
4318,1.4758358432917183e+25
4319,1.469940509164265e+25
4320,1.4782445499247974e+25
4321,1.470195742262781e+25
4322,1.4260168746853073e+25
4323,1.4439324338246782e+25
4324,1.5851855960027278e+25
4325,1.4586863532874085e+25
4326,1.5528389345558189e+25
4327,1.5303452331438778e+25
4328,1.6110194024689574e+25
4329,1.4788753618875648e+25
4330,1.4274448945400135e+25
4331,1.4745103211703933e+25
4332,1.473355815075091e+25
4333,1.5311331918565202e+25
4334,1.4502945881355643e+25
4335,1.4579766893972153e+25
4336,1.464042261151173e+25
4337,1.526075005205033e+25
4338,1.4334414081037276e+25
4339,1.5984646699517883e+25
4340,1.46872879692517e+25
4341,1.5148768683695783e+25
4342,1.5193588823282622e+25
4343,1.519821927885766e+25
4344,1.528085119360598e+25
4345,1.4801577284101553e+25
4346,1.5059935512842219e+25
4347,1.506161527669474e+25
4348,1.5287618388112436e+25
4349,1.51464526963687e+25
4350,1.4889639091938571e+25
4351,1.4241626986623578e+25
4352,1.4893243541642282e+25
4353,1.518977103638021e+25
4354,1.4796147584271036e+25
4355,1.4452553605628449e+25
4356,1.5080113798265004e+25
4357,1.4541645867648192e+25
4358,1.5163652316234834e+25
4359,1.5250336688693505e+25
4360,1.4914738224655032e+25
4361,1.4624144660133606e+25
4362,1.473789320851561e+25
4363,1.4559831120326123e+25
4364,1.5199639838616512e+25
4365,1.4325135212207644e+25
4366,1.517555807641226e+25
4367,1.4372195571083274e+25
4368,1.4844161791646987e+25
4369,1.4472308133399315e+25
4370,1.5060575832916498e+25
4371,1.548041703214557e+25
4372,1.499635026893846e+25
4373,1.5011093785032027e+25
4374,1.3981749637071857e+25
4375,1.471340007940436e+25
4376,1.5626066440549001e+25
4377,1.497206315165709e+25
4378,1.4472500015660897e+25
4379,1.470607338130091e+25
4380,1.5066286450746618e+25
4381,1.5122621028257599e+25
4382,1.450865264390467e+25
4383,1.5269108796384834e+25
4384,1.4744469725187767e+25
4385,1.5145984608905122e+25
4386,1.5330941561887824e+25
4387,1.5709191604877734e+25
4388,1.5018882960623746e+25
4389,1.530650516871818e+25
4390,1.4176297094845088e+25
4391,1.4082395231096267e+25
4392,1.5175713596953053e+25
4393,1.472833783546211e+25
4394,1.551413769904644e+25
4395,1.5307645657246686e+25
4396,1.4652725231164718e+25
4397,1.5350547766655612e+25
4398,1.5675844277144542e+25
4399,1.5308247151011895e+25
4400,1.4767543127562849e+25
4401,1.5560354526638638e+25
4402,1.5091669341659224e+25
4403,1.4948944927756835e+25
4404,1.4749606537490099e+25
4405,1.5183755335528056e+25
4406,1.5363412886305472e+25
4407,1.499299207112525e+25
4408,1.4993010387354724e+25
4409,1.5018498304204415e+25
4410,1.4602145523675133e+25
4411,1.481095626352748e+25
4412,1.487102104428132e+25
4413,1.4904542993799648e+25
4414,1.5397257545350113e+25
4415,1.4491347147425978e+25
4416,1.548329349422474e+25
4417,1.4196995222296932e+25
4418,1.4950846887190413e+25
4419,1.4392479737099382e+25
4420,1.4699363923859884e+25
4421,1.4532415331097864e+25
4422,1.5613293186002921e+25
4423,1.4636486061577708e+25
4424,1.509439163040409e+25
4425,1.5427534868023222e+25
4426,1.496437441923218e+25
4427,1.4416234263102622e+25
4428,1.4314550150891055e+25
4429,1.4288840329077424e+25
4430,1.5058798239190602e+25
4431,1.462632918209559e+25
4432,1.4762148355535611e+25
4433,1.5350476596282015e+25
4434,1.5504224715019916e+25
4435,1.571596071866196e+25
4436,1.4917955895905608e+25
4437,1.5010632892878898e+25
4438,1.4506694798765798e+25
4439,1.5403993503456418e+25
4440,1.4504096811665718e+25
4441,1.5534949381345223e+25
4442,1.5483962719373852e+25
4443,1.4852374275862014e+25
4444,1.5038241247113469e+25
4445,1.4811798948621759e+25
4446,1.45965174197242e+25
4447,1.4907550250507742e+25
4448,1.5280838046706054e+25
4449,1.435239941934901e+25
4450,1.472159932172246e+25
4451,1.526366119120693e+25
4452,1.4565705662247353e+25
4453,1.4772364186205143e+25
4454,1.4839723463498928e+25
4455,1.5686364927962609e+25
4456,1.4875922936302527e+25
4457,1.5567872115850443e+25
4458,1.4977394065823545e+25
4459,1.5031763060537604e+25
4460,1.5136735653273263e+25
4461,1.5347165406064253e+25
4462,1.5491950450691025e+25
4463,1.5465822107947806e+25
4464,1.4778968431462039e+25
4465,1.468447932129348e+25
4466,1.5262529355236235e+25
4467,1.498984933873652e+25
4468,1.5691681703204936e+25
4469,1.4812832009194209e+25
4470,1.4242300267239856e+25
4471,1.4968372553677156e+25
4472,1.471337954356687e+25
4473,1.5136450318066453e+25
4474,1.4794715482049568e+25
4475,1.4622409999924974e+25
4476,1.445556897286461e+25
4477,1.5228121181323268e+25
4478,1.4542984041222862e+25
4479,1.4732144947580303e+25
4480,1.4599838253838348e+25
4481,1.4628658859075059e+25
4482,1.513835867248851e+25
4483,1.4493130605667601e+25
4484,1.5505947755640733e+25
4485,1.4546463571390432e+25
4486,1.5216029309452734e+25
4487,1.5113910877290972e+25
4488,1.5270080068055597e+25
4489,1.5376218797951366e+25
4490,1.4264576911521873e+25
4491,1.4684152595695334e+25
4492,1.483474779708679e+25
4493,1.470974103544864e+25
4494,1.4596931945980534e+25
4495,1.533027499305222e+25
4496,1.5556943734731839e+25
4497,1.402286553316872e+25
4498,1.5749892619372694e+25
4499,1.466711501735156e+25
4500,1.5871160982906242e+25
4501,1.4589237699791818e+25
4502,1.4029925174777366e+25
4503,1.4885402771627007e+25
4504,1.497205333999979e+25
4505,1.515180825025607e+25
4506,1.5075072029430279e+25
4507,1.418295955635549e+25
4508,1.4515057835568622e+25
4509,1.4747624315471423e+25
4510,1.5954829426487228e+25
4511,1.5066389012606523e+25
4512,1.4946514612154636e+25
4513,1.5262548509802754e+25
4514,1.4357100726907669e+25
4515,1.5534217320800955e+25
4516,1.4390356489350686e+25
4517,1.4730836403469985e+25
4518,1.5122270283935273e+25
4519,1.4458384578494953e+25
4520,1.5170199037609345e+25
4521,1.44175630475671e+25
4522,1.4395037941091916e+25
4523,1.4883026576400858e+25
4524,1.4735787528669238e+25
4525,1.437933022969351e+25
4526,1.4094173609587744e+25
4527,1.5057631660818778e+25
4528,1.538883791462503e+25
4529,1.4806319420211582e+25
4530,1.479826522796177e+25
4531,1.5080950569675118e+25
4532,1.4771954314344788e+25
4533,1.47693548607567e+25
4534,1.4537876174631025e+25
4535,1.485418770694427e+25
4536,1.4989469040590361e+25
4537,1.4508332492830224e+25
4538,1.526074454921881e+25
4539,1.552647836303664e+25
4540,1.4838248895476098e+25
4541,1.5485233777455637e+25
4542,1.4587311374806834e+25
4543,1.5024094814961552e+25
4544,1.5100406176548003e+25
4545,1.4961696937578278e+25
4546,1.5392702020402811e+25
4547,1.4328271076126566e+25
4548,1.5571240292102955e+25
4549,1.5070907283297265e+25
4550,1.4867472571473134e+25
4551,1.4665723757720427e+25
4552,1.594631811032454e+25
4553,1.504180289022912e+25
4554,1.454585434106381e+25
4555,1.4338030642426073e+25
4556,1.5152649607020905e+25
4557,1.5239703126934877e+25
4558,1.496608031749864e+25
4559,1.5250255001230519e+25
4560,1.4347604178270903e+25
4561,1.4602579962155555e+25
4562,1.4649738106628708e+25
4563,1.507900033317842e+25
4564,1.5011975407153047e+25
4565,1.468613867546983e+25
4566,1.4670097388051885e+25
4567,1.5039116416105777e+25
4568,1.53475689559091e+25
4569,1.4877857640526704e+25
4570,1.5165572767868193e+25
4571,1.4437121046885001e+25
4572,1.4491952413223301e+25
4573,1.4555019392112497e+25
4574,1.4960562827761404e+25
4575,1.4916204295013737e+25
4576,1.459224562418519e+25
4577,1.4753960965894547e+25
4578,1.5338829078507405e+25
4579,1.4373900105620686e+25
4580,1.5211415879202338e+25
4581,1.5390901671370533e+25
4582,1.522185790758783e+25
4583,1.4775270159109227e+25
4584,1.501800944665277e+25
4585,1.5507401818812432e+25
4586,1.5209762129613334e+25
4587,1.4845890346254613e+25
4588,1.45985649098922e+25
4589,1.4092517792235166e+25
4590,1.4685427508852544e+25
4591,1.500398415416998e+25
4592,1.4592210039937125e+25
4593,1.451472077602701e+25
4594,1.5666614891150001e+25
4595,1.4635667850184573e+25
4596,1.5688487527960735e+25
4597,1.5217992390234291e+25
4598,1.4375673228758692e+25
4599,1.5913538595844744e+25
4600,1.4417995725442982e+25
4601,1.4663842932243538e+25
4602,1.5307407714791725e+25
4603,1.4442315614331074e+25
4604,1.503657450737191e+25
4605,1.4413371175259613e+25
4606,1.5117221461682563e+25
4607,1.484558335836519e+25
4608,1.5121295549523465e+25
4609,1.4722423577158883e+25
4610,1.4889446986372525e+25
4611,1.4893511513946253e+25
4612,1.5036993543398575e+25
4613,1.5077710473716918e+25
4614,1.4606045603481331e+25
4615,1.5318949291996727e+25
4616,1.4277842176740648e+25
4617,1.4900290343798366e+25
4618,1.4712293899468855e+25
4619,1.447050167386287e+25
4620,1.5559450488406115e+25
4621,1.480871790946245e+25
4622,1.5554102590907227e+25
4623,1.517897074681188e+25
4624,1.4785429622450225e+25
4625,1.5181624546561181e+25
4626,1.5644404434295273e+25
4627,1.5074446229327017e+25
4628,1.4821463168108954e+25
4629,1.5272399476709983e+25
4630,1.558062251153273e+25
4631,1.5257686845895772e+25
4632,1.4584622624009685e+25
4633,1.515253258717311e+25
4634,1.4840463789400732e+25
4635,1.4628674890905575e+25
4636,1.439639459101429e+25
4637,1.4508225795223515e+25
4638,1.5134827625411207e+25
4639,1.5524881426590466e+25
4640,1.4198027140563048e+25
4641,1.5006445133164664e+25
4642,1.4766318103670852e+25
4643,1.5149355060049209e+25
4644,1.4814051337857561e+25
4645,1.5097083010458262e+25
4646,1.505081011881379e+25
4647,1.5066853971300422e+25
4648,1.5057449750336806e+25
4649,1.3981342619589702e+25
4650,1.5373749944864134e+25
4651,1.5277009391284774e+25
4652,1.5290332135095298e+25
4653,1.5478837884101484e+25
4654,1.4260117215635875e+25
4655,1.4785645860744169e+25
4656,1.4211682887484134e+25
4657,1.463376092886192e+25
4658,1.4579406285283095e+25
4659,1.4521293584988356e+25
4660,1.5051891542463855e+25
4661,1.4312205354200916e+25
4662,1.4951361695385e+25
4663,1.5222271692909283e+25
4664,1.443165789831812e+25
4665,1.514604610825359e+25
4666,1.4504006585898977e+25
4667,1.412677966901209e+25
4668,1.5406414206448922e+25
4669,1.4673496469068856e+25
4670,1.4613369338463725e+25
4671,1.4391446822010744e+25
4672,1.5294139876176356e+25
4673,1.4446314557544044e+25
4674,1.554378018057916e+25
4675,1.4614329007041486e+25
4676,1.486818712597104e+25
4677,1.455843730356364e+25
4678,1.4771574161487858e+25
4679,1.4956959787499858e+25
4680,1.469182720831386e+25
4681,1.4688172724440038e+25
4682,1.4637859501986619e+25
4683,1.5105363137322173e+25
4684,1.4452738266079766e+25
4685,1.5358192333009551e+25
4686,1.4149358261127503e+25
4687,1.5077267335892427e+25
4688,1.4974567405558184e+25
4689,1.5331316935537514e+25
4690,1.5002988353495826e+25
4691,1.5073397781318465e+25
4692,1.568563988377124e+25
4693,1.4782244469802217e+25
4694,1.537324318529694e+25
4695,1.5673324625902509e+25
4696,1.5449638455728676e+25
4697,1.4952807044243812e+25
4698,1.5016036009228964e+25
4699,1.437084482950247e+25
4700,1.4197615032189997e+25
4701,1.5729209054331031e+25
4702,1.4600755066539507e+25
4703,1.4681506835461598e+25
4704,1.5576836889773323e+25
4705,1.5031497385507164e+25
4706,1.4854140238780732e+25
4707,1.49664640780897e+25
4708,1.4758663687549585e+25
4709,1.5128714863326802e+25
4710,1.5352825815861506e+25
4711,1.509330298233473e+25
4712,1.4661365822718241e+25
4713,1.4918787891154803e+25
4714,1.4084940232842953e+25
4715,1.4799993383098726e+25
4716,1.4521621291614364e+25
4717,1.4814186017006083e+25
4718,1.5353020263348295e+25
4719,1.5546909186873395e+25
4720,1.48590689316854e+25
4721,1.4264510740047678e+25
4722,1.4590752464792345e+25
4723,1.4460899336568568e+25
4724,1.522352666536664e+25
4725,1.4909604315177814e+25
4726,1.4705001529436875e+25
4727,1.4321932191672054e+25
4728,1.4633632101320842e+25
4729,1.4324604584118937e+25
4730,1.466589102248694e+25
4731,1.4921440812881026e+25
4732,1.4683785532293082e+25
4733,1.5074602086487407e+25
4734,1.4428022963758795e+25
4735,1.4736454568608379e+25
4736,1.5199915053783737e+25
4737,1.4880868604123023e+25
4738,1.4328503290093716e+25
4739,1.5530279167693018e+25
4740,1.5162723957122086e+25
4741,1.5095503010426068e+25
4742,1.50821931769422e+25
4743,1.4510030760556404e+25
4744,1.466172582484673e+25
4745,1.4919571014836385e+25
4746,1.5730436433264866e+25
4747,1.4571320215756924e+25
4748,1.5113855654607166e+25
4749,1.489530486043013e+25
4750,1.4700768490287947e+25
4751,1.4213855249040182e+25
4752,1.4883521114998588e+25
4753,1.5321286792981592e+25
4754,1.4534280776067451e+25
4755,1.5078550793060667e+25
4756,1.526894914132258e+25
4757,1.5348262056613143e+25
4758,1.4742829909880227e+25
4759,1.5048859222963785e+25
4760,1.4512961968859475e+25
4761,1.4667358976508942e+25
4762,1.5022920230582064e+25
4763,1.4316054230852635e+25
4764,1.4804933081997374e+25
4765,1.5361909739897494e+25
4766,1.4754886503027653e+25
4767,1.527165993036388e+25
4768,1.5422126321522943e+25
4769,1.4343213820177351e+25
4770,1.5049155630220961e+25
4771,1.5608463138038074e+25
4772,1.569188758758187e+25
4773,1.504658316284681e+25
4774,1.460955782922125e+25
4775,1.4245535008866963e+25
4776,1.488880120617274e+25
4777,1.534135460729778e+25
4778,1.4596528489889535e+25
4779,1.497744473264391e+25
4780,1.4597594770258173e+25
4781,1.4869066667072018e+25
4782,1.487399285420421e+25
4783,1.4328529555923636e+25
4784,1.407081634842193e+25
4785,1.4707561574703228e+25
4786,1.4484096017816824e+25
4787,1.5350216678082653e+25
4788,1.499315022946764e+25
4789,1.4714982256576816e+25
4790,1.5174736556146508e+25
4791,1.4666138899228978e+25
4792,1.5493179824149527e+25
4793,1.4768990346780345e+25
4794,1.5325406676936315e+25
4795,1.5653181645679772e+25
4796,1.4900185202900717e+25
4797,1.491237452220731e+25
4798,1.5564759649600692e+25
4799,1.4892617949362417e+25
4800,1.4748823140413745e+25
4801,1.537735842105617e+25
4802,1.557357826494172e+25
4803,1.5513905190986176e+25
4804,1.4841257507704639e+25
4805,1.491851025033864e+25
4806,1.541403002909853e+25
4807,1.4570588714041777e+25
4808,1.4574283066394336e+25
4809,1.5610145937937083e+25
4810,1.5231669009641846e+25
4811,1.4545998279876685e+25
4812,1.4192140574257989e+25
4813,1.4887532001411326e+25
4814,1.547419994741278e+25
4815,1.5031532689958548e+25
4816,1.5243530017665427e+25
4817,1.5544666936499002e+25
4818,1.4828624783708062e+25
4819,1.4857292552862428e+25
4820,1.463098178200915e+25
4821,1.4929600958953635e+25
4822,1.4281753486606465e+25
4823,1.500540581971747e+25
4824,1.493004933334621e+25
4825,1.4707447982015007e+25
4826,1.4930571135922283e+25
4827,1.5313171429374373e+25
4828,1.4776916235904078e+25
4829,1.5105091913308632e+25
4830,1.565519539701933e+25
4831,1.4834245563032862e+25
4832,1.5504322020659384e+25
4833,1.5162579975802238e+25
4834,1.5590813576391848e+25
4835,1.549974294611532e+25
4836,1.5235311659336825e+25
4837,1.4851367051891422e+25
4838,1.4967305451722087e+25
4839,1.4276328693910935e+25
4840,1.5557052138969876e+25
4841,1.4064308818994077e+25
4842,1.4708589692998296e+25
4843,1.5272695051823784e+25
4844,1.5315397594752166e+25
4845,1.551475367600542e+25
4846,1.5591206011419238e+25
4847,1.4268870641365992e+25
4848,1.5613374773936678e+25
4849,1.5572792938328965e+25
4850,1.4918199347423277e+25
4851,1.5205452616308573e+25
4852,1.4728460811439763e+25
4853,1.4725737978360742e+25
4854,1.559808066494691e+25
4855,1.479810565397088e+25
4856,1.4064152082148384e+25
4857,1.5173025899629026e+25
4858,1.4878501137523032e+25
4859,1.476636964340475e+25
4860,1.5049681262384956e+25
4861,1.4861796570083572e+25
4862,1.5074109325901083e+25
4863,1.5051528193413645e+25
4864,1.4649508589056702e+25
4865,1.4479000463087792e+25
4866,1.4901267355119033e+25
4867,1.5065323620910038e+25
4868,1.4896257011786792e+25
4869,1.47680400324638e+25
4870,1.567109568107982e+25
4871,1.4569907568454293e+25
4872,1.4794724066150437e+25
4873,1.496906942625602e+25
4874,1.4884749087463741e+25
4875,1.4985059756408485e+25
4876,1.5032735198797527e+25
4877,1.5282019953417965e+25
4878,1.4783936405096074e+25
4879,1.4476489372180382e+25
4880,1.5061223551891646e+25
4881,1.5286937557125906e+25
4882,1.5678091335093194e+25
4883,1.473288988721811e+25
4884,1.4673810458667674e+25
4885,1.5255102985561194e+25
4886,1.527629997129605e+25
4887,1.5429435340239976e+25
4888,1.5085971569980702e+25
4889,1.5159189237032466e+25
4890,1.4654759952036496e+25
4891,1.523977647697894e+25
4892,1.4867072401901842e+25
4893,1.5124466732646001e+25
4894,1.429185484620697e+25
4895,1.4911891049857015e+25
4896,1.441011411040424e+25
4897,1.4504713193078454e+25
4898,1.4761564006456045e+25
4899,1.5363495554417944e+25
4900,1.4625374762947305e+25
4901,1.45523493615103e+25
4902,1.4773651807533815e+25
4903,1.4489918764488634e+25
4904,1.5052134621035618e+25
4905,1.5015597091503285e+25
4906,1.5263366081320327e+25
4907,1.4625063447764533e+25
4908,1.484240813319708e+25
4909,1.4960377407162983e+25
4910,1.5557632749630245e+25
4911,1.4994484730733563e+25
4912,1.5504375703586832e+25
4913,1.5629267432448225e+25
4914,1.5352921195140674e+25
4915,1.4996189665584143e+25
4916,1.4464247688743759e+25
4917,1.5393504853416677e+25
4918,1.505158331897477e+25
4919,1.5128419712447637e+25
4920,1.4551762806921303e+25
4921,1.466299654363068e+25
4922,1.4801142017039738e+25
4923,1.4733241143426386e+25
4924,1.5497424104579916e+25
4925,1.5340679201459912e+25
4926,1.485848962604107e+25
4927,1.4861088392832088e+25
4928,1.5038963821238087e+25
4929,1.5386266512144594e+25
4930,1.5646196561087136e+25
4931,1.5013587836366912e+25
4932,1.4521983960854778e+25
4933,1.4542777736069293e+25
4934,1.5092306868695221e+25
4935,1.5062341672350509e+25
4936,1.5416677660497625e+25
4937,1.582652308561539e+25
4938,1.5305144145393506e+25
4939,1.4737150500244216e+25
4940,1.4976621483628882e+25
4941,1.5154228072867455e+25
4942,1.4648447818224837e+25
4943,1.4708786363925391e+25
4944,1.457473743628721e+25
4945,1.4765117449321671e+25
4946,1.502233384070669e+25
4947,1.4243869277470616e+25
4948,1.4668838200634578e+25
4949,1.5862176322722828e+25
4950,1.5128397217061e+25
4951,1.570034249836197e+25
4952,1.4712328419186676e+25
4953,1.4904059886484374e+25
4954,1.4427710776324883e+25
4955,1.5362697193880536e+25
4956,1.453400359898076e+25
4957,1.4577861806616346e+25
4958,1.4495992779474515e+25
4959,1.4857810810937909e+25
4960,1.4667225692183421e+25
4961,1.4361346381437096e+25
4962,1.5362675612659041e+25
4963,1.481818468938712e+25
4964,1.486100090672664e+25
4965,1.4824136205182e+25
4966,1.4046869820416102e+25
4967,1.4673741855293695e+25
4968,1.499483891648181e+25
4969,1.5080576624432332e+25
4970,1.4821619776002001e+25
4971,1.4803863010524182e+25
4972,1.441221274291653e+25
4973,1.4790782733988515e+25
4974,1.4910381910393904e+25
4975,1.5002079397390974e+25
4976,1.5474311090737564e+25
4977,1.4557398527685968e+25
4978,1.4958405315473984e+25
4979,1.6003547733047865e+25
4980,1.5052874648151644e+25
4981,1.47014675232542e+25
4982,1.46025007928868e+25
4983,1.5030713866749527e+25
4984,1.518287949674219e+25
