,Buy_Sell_Samples
4199,1.399436198894186e+20
4200,6.568975601616897e+19
4201,2.196380748058085e+18
4202,2.5323731792539376e+20
4203,6.102643494270867e+17
4204,5.004409773698245e+21
4205,1.0596138106092974e+19
4206,2.1744619072348624e+21
4207,3.7782663984804717e+21
4208,1.575607624602953e+18
4209,1.4721969777235012e+21
4210,1.1526369786950886e+22
4211,6.734035613754946e+20
4212,1.3160092270431787e+20
4213,1.2102378436459264e+19
4214,2.299855321170215e+22
4215,1.952457827284297e+19
4216,6.968689555291434e+19
4217,7.290399401989141e+19
4218,4.127263825709025e+19
4219,1.4924326436782628e+21
4220,1.2950069427553708e+20
4221,1.5601100582321568e+19
4222,2.365045524987722e+21
4223,3.917127492886253e+19
4224,4.098078612543482e+18
4225,8.463947794680282e+20
4226,9.461627815660573e+19
4227,3.047740991386204e+20
4228,7.140908807073471e+19
4229,2.1004791531340483e+22
4230,7.095723215943762e+17
4231,3.06540892878526e+21
4232,4.899920770874994e+20
4233,1.2268079639681252e+20
4234,1.5014669308410223e+20
4235,4.6073725496167035e+18
4236,7.705862143230282e+20
4237,5.290407613326711e+21
4238,1.6264042174425997e+19
4239,2.67381412088076e+20
4240,2.674339783115591e+19
4241,6.014364443043101e+20
4242,6.510453760313619e+20
4243,4.272905910640963e+19
4244,1.122566290462105e+20
4245,3.5270360759008336e+20
4246,1.6070150516423217e+19
4247,1.9308585551723163e+21
4248,1.885989022056974e+18
4249,7.803817506064238e+19
4250,1.5708977083561804e+20
4251,1.612134061429453e+19
4252,1.3066309112586149e+23
4253,3.8615013723738326e+21
4254,7.822732536525277e+19
4255,6.076159738879004e+20
4256,1.0409583881103034e+19
4257,1.2721551185123394e+21
4258,7.237265249271649e+19
4259,1.525585977403192e+18
4260,1.0067067169520057e+21
4261,1.9278711008881597e+23
4262,3.7382585259108704e+19
4263,1.4639905347851922e+18
4264,7.677279784864625e+18
4265,1.157299917773996e+18
4266,6.282397035203919e+19
4267,3.0974264253260545e+22
4268,1.0260845629570464e+22
4269,2.34300113497373e+19
4270,1.3186833577610317e+20
4271,8.947371551696689e+17
4272,6.981409205516303e+17
4273,1.2472998813938012e+19
4274,2.1985790554116234e+20
4275,1.7698101465969365e+19
4276,4.66991655411728e+20
4277,5.44266314659417e+18
4278,1.0028295860485151e+20
4279,4.901240997484505e+17
4280,1.3068148631820638e+17
4281,2.2367795673746153e+19
4282,6.1458756161270915e+19
4283,3.401337660024362e+20
4284,4.1541294091578004e+21
4285,2.138219344750445e+21
4286,6.786157487148991e+18
4287,8.503672927083404e+19
4288,7.613041940681043e+19
4289,3.9709379520493916e+23
4290,1.1707439978440066e+21
4291,1.433401340186266e+22
4292,2.8566461322665175e+18
4293,1.1661607158888268e+21
4294,9.730076362739575e+18
4295,3.6109284633635607e+19
4296,2.641866749077364e+19
4297,2.239153636057085e+19
4298,1.8173680031297293e+18
4299,2.2032687748215977e+20
4300,2.382961310455426e+18
4301,5.132247934048656e+18
4302,2.5123694022539638e+20
4303,5.440622422967773e+19
4304,1.1591531071855968e+19
4305,3.357008096320503e+21
4306,3.645104161210947e+20
4307,4.7966468913318606e+20
4308,5.754131586947723e+17
4309,1.261282680472589e+22
4310,6.442181544841088e+18
4311,2.62755988759916e+21
4312,5.320728399488199e+22
4313,1.3802330999795402e+18
4314,7.434508967944124e+18
4315,1.5647258779957901e+21
4316,8.796019879204559e+18
4317,5.501153799048475e+18
4318,1.0535369725929262e+20
4319,1.2656582536428262e+20
4320,2.6775228477766672e+19
4321,2.6721453584165064e+20
4322,3.4099803222999803e+18
4323,1.6215478807852163e+18
4324,1.0593719605759753e+20
4325,1.0052144410411793e+20
4326,4.614793741618741e+20
4327,2.4755788544303995e+18
4328,2.654148257165506e+22
4329,1.335327431004581e+21
4330,1.0315746784876075e+19
4331,7.365529712487445e+20
4332,3.2806404819789496e+19
4333,3.432738062796741e+20
4334,2.393674496503062e+18
4335,5.06282914391681e+22
4336,1.2850867137699698e+21
4337,6.710468863987722e+21
4338,4.524229450204829e+19
4339,2.7246572819711256e+20
4340,3.9755964796314275e+20
4341,2.0995822786354218e+17
4342,9.03333518909996e+20
4343,2.8826723734251565e+19
4344,3.6811490512299573e+19
4345,6.073683322968096e+21
4346,1.812841796405709e+20
4347,5.975729207516142e+19
4348,9.872978133940825e+22
4349,5.187014184734809e+20
4350,6.625530598981407e+18
4351,2.4574066546585616e+20
4352,3.2785909101992136e+20
4353,1.5502564078145867e+20
4354,8.821548946808452e+19
4355,1.5817372472074688e+17
4356,7.120771441703505e+20
4357,3.4246032000029962e+19
4358,5.968963487589741e+18
4359,2.774849532454479e+20
4360,6.964334833491466e+22
4361,5.051832765648614e+20
4362,2.3627103986699343e+21
4363,1.1312205070939695e+20
4364,2.8144648030779875e+19
4365,1.4259820462924434e+21
4366,5.392230621064221e+20
4367,5.162377812175535e+21
4368,6.955188697291368e+18
4369,1.2539111149843763e+22
4370,1.5408936543964522e+19
4371,7.007147133152411e+21
4372,4.6205504964732656e+20
4373,1.068194214241379e+21
4374,1.2832434847342317e+21
4375,6.217738531746525e+21
4376,4.750275664381702e+19
4377,9.978343643219423e+17
4378,5.725753719701958e+18
4379,4.940495019272744e+18
4380,6.372733696872854e+21
4381,3.721626609158163e+21
4382,2.5011802779862927e+18
4383,7.068822370515924e+19
4384,1.2227047648242088e+19
4385,1.9552682353033855e+19
4386,2.2657378550644945e+19
4387,1.5810098027523342e+21
4388,3.7606047084176654e+19
4389,6.092570968698019e+20
4390,5.5939362081122125e+17
4391,1.1217047062070357e+21
4392,5.161645156638464e+19
4393,9.364887878863758e+20
4394,2.0548474595112016e+20
4395,3.9478487962657595e+19
4396,3.223789044336466e+19
4397,6.459192860846786e+22
4398,6.568547229202831e+21
4399,6.469022807052701e+16
4400,4.937392154300725e+21
4401,7.977882543620823e+19
4402,2.9111122463875475e+20
4403,3.016063409270653e+21
4404,2.3298659375468606e+21
4405,3.012721776332828e+19
4406,3.997590294128013e+19
4407,5.09179674328171e+19
4408,3.620318592480494e+21
4409,5.353981962826149e+19
4410,2.935754748626131e+20
4411,9.73217244260495e+21
4412,8.102962086419246e+18
4413,1.7466923339730706e+22
4414,1.522806502000514e+20
4415,1.6842815374998143e+20
4416,8.126623207790745e+20
4417,1.5594432371650567e+20
4418,4.199827684530886e+20
4419,3.775882530704948e+19
4420,1.5616430971449655e+19
4421,7.517696264089756e+20
4422,1.974405644088225e+17
4423,1.7892605655150605e+20
4424,3.3911657757107055e+22
4425,6.93656787199819e+17
4426,1.8047549889783332e+18
4427,1.6252492596129531e+22
4428,2.0563420323773648e+20
4429,1.6617429858200303e+22
4430,9.135229585648478e+19
4431,1.1144924346768983e+21
4432,6.316439031875652e+21
4433,1.6456345018832384e+17
4434,2.8023004644730547e+18
4435,5.010474799823947e+20
4436,6.214647964308058e+21
4437,1.2190390080850256e+20
4438,4.3820472530621364e+21
4439,4.308046342452741e+21
4440,7.748668838524669e+20
4441,2.338493692896866e+19
4442,2.2748549285785826e+20
4443,3.3998818667831017e+19
4444,4.1975398870248186e+19
4445,3.3354482144024815e+20
4446,4.5047186391343237e+18
4447,1.2802163714435496e+19
4448,7.974560432315516e+20
4449,1.1828747829821028e+19
4450,8.340042639591292e+18
4451,3.392643606841419e+20
4452,1.6661936327509504e+19
4453,4.1630877298107776e+21
4454,2.2525552149244653e+21
4455,3.800687073496405e+17
4456,1.2745739396603574e+19
4457,5.018743209228091e+20
4458,1.2522137093929201e+20
4459,1.4034371354729456e+20
4460,2.5268458763614054e+21
4461,7.653377760667052e+21
4462,6.785356530877353e+20
4463,1.4171636709587057e+20
4464,1.1368619010071356e+18
4465,5.244065382734235e+21
4466,1.7520562324317985e+18
4467,1.187808940271487e+21
4468,1.2542124370915202e+20
4469,3.943777450342385e+20
4470,1.0568240953000632e+19
4471,3.182660533280445e+20
4472,1.0390848589339876e+21
4473,1.006598716172065e+22
4474,1.2153151588017383e+20
4475,9.443201898400244e+20
4476,1.2660851979015584e+19
4477,2.0105968868746447e+18
4478,2.898882819135555e+19
4479,1.972056110876926e+22
4480,6.100103664276025e+19
4481,1.0525172157807243e+21
4482,3.1248842124784737e+18
4483,2.248989799392396e+19
4484,2.1877705924067338e+18
4485,1.4268560003400204e+19
4486,7.799190710562834e+18
4487,2.0661059587707725e+21
4488,8.549648857551413e+21
4489,1.9803024110527883e+20
4490,2.320557501768803e+20
4491,1.3868586626572612e+20
4492,6.926980065767095e+18
4493,1.909396714397424e+22
4494,3.89573289718975e+20
4495,2.960834456574023e+20
4496,2.406359273613949e+21
4497,4.296430553950181e+19
4498,2.95320195194952e+20
4499,2.0712600790402926e+18
4500,1.7590091341526376e+23
4501,5.477202648596823e+20
4502,6.402561616178255e+19
4503,1.063822154365441e+19
4504,8.78189963541852e+18
4505,1.215570262409767e+20
4506,2.0225480091418945e+20
4507,6.47143077196973e+18
4508,1.5981232971534628e+18
4509,3.16456636746684e+20
4510,1.2745148942862354e+20
4511,9.860777749477375e+20
4512,5.39681912724699e+19
4513,3.678422817209082e+19
4514,2.8214145276589466e+18
4515,4.78318953166178e+17
4516,1.0152871027856111e+21
4517,9.09825790916536e+20
4518,8.879888667360189e+18
4519,1.1303382479290965e+22
4520,2.7562964351163453e+17
4521,3.9009239183899715e+20
4522,5.000956531613551e+21
4523,9.326906199085294e+19
4524,8.759560251159698e+16
4525,2.3693475030305357e+21
4526,7.403849135035793e+18
4527,2.4893188660300017e+18
4528,4.715634569658712e+20
4529,6.478139197796731e+20
4530,7.121816347675205e+22
4531,9.293181778966608e+19
4532,2.667905262901356e+16
4533,7.672491893365431e+20
4534,1.4674347756561371e+19
4535,9.190937942445371e+17
4536,5.097661278876783e+18
4537,9.44966834496967e+21
4538,2.937798227114363e+17
4539,1.8467763737252853e+21
4540,5.259521737722666e+18
4541,2.3330241294818715e+20
4542,3.8073660976094034e+21
4543,4.190444180297049e+20
4544,3.263505796899335e+20
4545,2.2331179259138445e+19
4546,1.3626591561314478e+18
4547,1.52853050368973e+20
4548,1.205610813042378e+18
4549,1.1098086651341096e+21
4550,2.2744414185091894e+22
4551,4.028280974985823e+18
4552,1.325220258853837e+20
4553,4.956758892929076e+18
4554,1.1127964262349595e+20
4555,2.441335976075248e+18
4556,2.2801000346582532e+19
4557,1.264329643880385e+18
4558,1.7509675684530369e+19
4559,9.101381889003179e+20
4560,8.423185267354608e+19
4561,1.1455736108276622e+21
4562,8.812194677339587e+21
4563,5.862627755203932e+20
4564,1.2252547617165138e+19
4565,8.240563127366485e+21
4566,3.6681679170975216e+19
4567,6.870516700738945e+20
4568,7.518931868463761e+20
4569,4.2123627847492285e+20
4570,3.111851603794858e+21
4571,5.865596789968097e+21
4572,1.6763307255066016e+19
4573,9.296866273445986e+18
4574,1.441996685127114e+20
4575,2.029380648322759e+21
4576,1.7381053154172582e+19
4577,4.713557253784125e+18
4578,1.2378130269350126e+20
4579,9.116353387061012e+19
4580,8.240906154981904e+21
4581,4.985731399408559e+21
4582,4.0919570738994427e+20
4583,9.364624292197701e+20
4584,5.454569258612437e+19
4585,1.0236142543620387e+22
4586,4.1411798851026276e+20
4587,3.501506663577879e+20
4588,5.158982890654339e+19
4589,1.4776397015953464e+20
4590,9.857326900413225e+19
4591,1.6698510277576974e+19
4592,6.351069137466342e+19
4593,1.3398419289029997e+19
4594,4.801359969904007e+20
4595,1.2635944455367622e+22
4596,4.046405232358679e+19
4597,2.1188860005154407e+22
4598,4.847848051064007e+23
4599,6.152240504223446e+18
4600,1.9412471114108528e+20
4601,1.5460291649727103e+20
4602,3.3108590254892823e+19
4603,1.3598851507590697e+19
4604,2.217522638105848e+19
4605,3.608953240304257e+21
4606,9.337693398390996e+21
4607,6.089424487709686e+19
4608,5.321214028729514e+20
4609,4.583241388086765e+17
4610,1.9742510212924553e+22
4611,2.1010898433066435e+19
4612,4.4312225260371424e+20
4613,2.4577431022531335e+23
4614,1.0932530883674563e+21
4615,1.3141897081936132e+21
4616,2.556651815095419e+21
4617,8.650883209182231e+21
4618,4.0636384648283716e+21
4619,9.315138384876822e+20
4620,6.63665125475266e+17
4621,7.693071529169388e+18
4622,1.7891273067492273e+18
4623,9.320242155027109e+19
4624,4.297962166483124e+20
4625,7.101752865173623e+20
4626,1.1830479701035267e+18
4627,2.169950217502444e+19
4628,3.0823496934351815e+21
4629,1.6345572130849705e+20
4630,1.9962978982110354e+18
4631,9.505322928442802e+19
4632,3.1160913085548696e+19
4633,9.842054662406023e+19
4634,1.4927497529121786e+21
4635,3.6443011711996856e+22
4636,1.6876809579835825e+20
4637,3.0250043894567465e+18
4638,7.517950840872522e+18
4639,8.347090764229635e+20
4640,2.6247335923950465e+19
4641,4.669651171032208e+18
4642,1.7081144909292444e+18
4643,1.3748817449625898e+21
4644,1.031026757145805e+19
4645,5.034348528787577e+19
4646,4.6713920467421563e+21
4647,5.2145958866791105e+19
4648,5.10706053728944e+21
4649,1.8266059351722956e+21
4650,2.690968351186499e+21
4651,7.105570362071358e+21
4652,6.047451587709474e+18
4653,1.3188452163447514e+18
4654,7.899826755014358e+17
4655,6.876908725352466e+21
4656,4.7712137980200616e+20
4657,3.6247104110969692e+19
4658,1.7223128842890402e+20
4659,4.451430071715548e+20
4660,5.152313948112637e+21
4661,2.5431516989127388e+16
4662,1.4451686619108745e+21
4663,5.483333627740753e+22
4664,8.399664733850074e+20
4665,1.5291995550108153e+20
4666,1.1059731167967588e+16
4667,2.5547772688520626e+20
4668,3.112157750438051e+21
4669,8.266113958234903e+20
4670,7.159763974920274e+18
4671,2.1405032020060406e+20
4672,1.2523362521863377e+21
4673,1.3811512081120954e+20
4674,1.3240637835576202e+22
4675,2.372542705585368e+19
4676,1.1009719277595754e+21
4677,8.188440180270676e+19
4678,1.1562689620259255e+20
4679,2.77912191981745e+19
4680,9.255008122624666e+18
4681,6.681539153417649e+17
4682,7.544465566889524e+19
4683,4.7699697283048033e+20
4684,3.040247292639409e+18
4685,1.3474339186839224e+18
4686,1.749418342489873e+20
4687,2.1852685759860602e+20
4688,1.66433234173228e+20
4689,9.462757558145884e+19
4690,2.872701665230622e+18
4691,2.7443666971023184e+19
4692,1.7549363878129213e+22
4693,8.762150814484903e+20
4694,4.206226500476993e+20
4695,3.5929097012628787e+19
4696,3.433012357231398e+18
4697,7.377750217214634e+16
4698,3.8292752526397355e+20
4699,8.260766459076273e+21
4700,7.759529707336353e+17
4701,2.394789482392166e+19
4702,2.0935167346331156e+19
4703,1.0375669080370537e+18
4704,4.000104795755669e+20
4705,5.7696756564378576e+20
4706,2.3210965855688258e+20
4707,1.202467366437948e+22
4708,9.02332635791427e+19
4709,5.4252805760417903e+20
4710,2.1813674993104634e+20
4711,1.5591543062486475e+23
4712,3.586648739934681e+22
4713,2.1942462174573188e+21
4714,2.458811346148242e+18
4715,5.695781341856961e+20
4716,8.84503089318571e+20
4717,2.651577397414437e+19
4718,2.5203464757522226e+20
4719,9.109682762277477e+19
4720,3.3368780396931517e+21
4721,1.759127621927255e+20
4722,6.395429842723175e+19
4723,6.1156635206406726e+19
4724,5.2529617733303e+18
4725,8.096436751162882e+18
4726,7.311361658828005e+21
4727,5.977890406452088e+20
4728,1.0766340991384369e+18
4729,3.999432685189435e+20
4730,2.4709377502911404e+20
4731,7.466566032296472e+19
4732,2.3048303060642458e+18
4733,3.5135433714807754e+23
4734,2.0788603369315443e+19
4735,7.974934466754496e+20
4736,2.8319223785070376e+20
4737,7.931092771657967e+19
4738,2.1325655226923224e+20
4739,1.5512914256879417e+21
4740,2.99180890788112e+20
4741,2.9678348034067405e+20
4742,1.8576146603987742e+22
4743,4.113225833455675e+19
4744,3.8128585607160986e+18
4745,2.117323389891868e+22
4746,3.7970309565079434e+18
4747,1.3596664911398164e+22
4748,1.5456908227007122e+18
4749,2.0238800831550023e+20
4750,8.260565993865528e+20
4751,3.2724848326961558e+19
4752,8.378511552701778e+19
4753,7.31196775934625e+20
4754,1.5300873369741272e+21
4755,4.179232755933311e+19
4756,2.0221395865040513e+20
4757,7.040978577373115e+20
4758,8.182521682682173e+21
4759,2.6647862535501033e+19
4760,1.0308423782498924e+18
4761,2.6220504516036834e+20
4762,1.343850924152337e+18
4763,5.721969761114594e+20
4764,4.513095582863871e+17
4765,1.6530799293102408e+20
4766,9.346889464581006e+20
4767,1.118495268003244e+21
4768,1.3997504450741731e+21
4769,6.72226700630186e+18
4770,4.6596595242998635e+20
4771,2.7018698269813944e+18
4772,3.8845386032522514e+20
4773,1.2448855772958892e+21
4774,1.5645421894709448e+20
4775,1.8164888332260297e+19
4776,6.910574931547328e+19
4777,4.192777328023527e+20
4778,3.6242308527962557e+18
4779,9.04333164281674e+18
4780,5.959130657774065e+21
4781,5.554448033392533e+20
4782,6.618940919543555e+18
4783,2.1027314272657625e+19
4784,1.7034510060309043e+21
4785,3.96654220041971e+20
4786,1.3962808039075679e+22
4787,4.722622091905713e+22
4788,8.317908774751286e+19
4789,3.382011652561081e+21
4790,2.2880528742531347e+20
4791,2.3000742170503194e+21
4792,8.74930468451706e+20
4793,4.795194786696637e+21
4794,1.0102869649089208e+20
4795,2.159665311642126e+18
4796,5.152300739500347e+20
4797,1.3153326552358844e+21
4798,1.820344915848095e+19
4799,2.7739842339678857e+20
4800,1.1669733801381913e+23
4801,3.485422475804998e+19
4802,7.992142878331562e+22
4803,4.699301962996604e+20
4804,1.8845783474302077e+22
4805,3.6419252588440447e+20
4806,1.432364014035739e+21
4807,7.067376580155935e+19
4808,3.357376010279698e+24
4809,1.745903484217613e+18
4810,6.0158745230328e+19
4811,3.772329942171765e+19
4812,3.901863022567671e+18
4813,1.1085747643466068e+19
4814,3.057321884380763e+20
4815,2.0107347465685754e+19
4816,7.303958081641253e+21
4817,5.239928952684337e+21
4818,1.196005365170449e+20
4819,9.492393574459075e+18
4820,5.3040512835122286e+20
4821,6.3113005927134175e+19
4822,7.011486243622282e+19
4823,1.0573295650874592e+18
4824,3.377375053918677e+17
4825,1.510976235826437e+19
4826,3.2218383244597584e+19
4827,1.0521757050213237e+23
4828,2.2306192032699892e+20
4829,1.8572045779089393e+21
4830,5.266698776477705e+19
4831,4.0289210271031943e+21
4832,3.9121230719356064e+17
4833,1.9112983350747725e+18
4834,1.4298240481269152e+21
4835,2.3288137438484894e+19
4836,4.971973423889018e+19
4837,1.5365920730320248e+18
4838,4.3651238985991255e+18
4839,6.836239459921676e+20
4840,4.1132169917614645e+19
4841,6.299368441041949e+19
4842,2.2473877553900085e+19
4843,2.1691675502546735e+19
4844,4.540990723717542e+17
4845,1.948548273315614e+20
4846,1.8196903159996826e+19
4847,7.121215067230975e+20
4848,3.047807753490976e+18
4849,5.903287235645446e+19
4850,6.860595657847705e+19
4851,7.087445509553973e+19
4852,4.3546342614544725e+20
4853,1.9739384266288532e+21
4854,1.0389218571943502e+21
4855,9.238328258531067e+19
4856,5.319799192224359e+20
4857,2.0320668344313297e+23
4858,6.058114796328389e+18
4859,5.13294131400766e+21
4860,1.6807563607318584e+20
4861,2.1223626079320527e+19
4862,2.8004593091232494e+20
4863,6.038148243936731e+18
4864,2.330878865960285e+22
4865,1.7469338007676997e+18
4866,2.317467614684586e+18
4867,4.578530402563636e+17
4868,3.5514376954210517e+19
4869,3.0815843434909225e+18
4870,2.3799839779804016e+17
4871,1.0642612947920168e+21
4872,3.5608190582356417e+21
4873,4.097427163082512e+20
4874,2.0540362270798025e+21
4875,5.519571765969057e+20
4876,2.6488739794312898e+22
4877,1.1725036586301884e+20
4878,2.3484916334141136e+21
4879,2.197759349806114e+18
4880,1.643099497160202e+21
4881,1.1723019648474916e+20
4882,1.474778776251229e+20
4883,1.0315560060524988e+21
4884,1.87840637659947e+19
4885,7.876115702256044e+19
4886,2.148058553157508e+20
4887,6.589938171698633e+22
4888,5.920872279682537e+19
4889,6.760765845444834e+18
4890,1.0479227108012325e+20
4891,1.0741328162306122e+19
4892,3.142272788187941e+19
4893,1.322978438853858e+19
4894,1.6223105796689183e+20
4895,2.3913770917759415e+20
4896,9.387515965044982e+19
4897,1.5550533450680838e+20
4898,2.0839589461179555e+17
4899,7.758727964827003e+18
4900,2.4887340280559727e+23
4901,1.9829503824919515e+19
4902,3.1942500264005683e+18
4903,1.9150449315019316e+20
4904,4.17263332750521e+21
4905,1.2525040851190753e+20
4906,6.246666310369795e+19
4907,2.141648447548094e+18
4908,3.3940527047093207e+19
4909,6.0866509071127e+18
4910,1.4006577245628352e+21
4911,6.933587844205377e+20
4912,2.3039886655240523e+20
4913,7.014148141796265e+19
4914,2.8510693924719705e+23
4915,1.5552563091290775e+22
4916,9.71808607054448e+19
4917,1.7701873605506428e+21
4918,3.15942825866935e+20
4919,4.2206031840163744e+21
4920,5.3558647082886326e+20
4921,3.229295654270866e+18
4922,1.8960439509301726e+21
4923,5.566863273431839e+21
4924,4.99692648679371e+23
4925,7.681719684586277e+18
4926,5.441471043137184e+20
4927,4.671762565229486e+17
4928,4.95953090127433e+20
4929,4.124751421366169e+18
4930,6.33317389975149e+20
4931,3.6832971628323123e+19
4932,2.2183620407149104e+20
4933,2.0048882162486178e+21
4934,3.6409374224727854e+18
4935,3.162773171243227e+21
4936,4.0811709335040935e+21
4937,1.9905015904772806e+22
4938,4.0282903292211893e+21
4939,1.2883934337935415e+22
4940,1.0805551576362368e+18
4941,3.513399070515339e+20
4942,1.384729861555191e+21
4943,2.9271109232623263e+18
4944,3.804716050865267e+17
4945,4.355649790832609e+21
4946,2.428250455580098e+21
4947,4.714906248947063e+19
4948,1.5560838078080198e+20
4949,1.9053858139861712e+21
4950,7.3357756524947e+20
4951,3.9099761824109894e+20
4952,2.3645536577038467e+20
4953,6.382965896314479e+21
4954,3.538187980778487e+19
4955,2.5344412843967877e+19
4956,4.94623605525836e+20
4957,2.705614323246109e+18
4958,4.584167894215189e+22
4959,2.5157299222755127e+21
4960,4.626107356536688e+20
4961,3.2534632177241883e+19
4962,2.3381021372693098e+23
4963,3.960557242320013e+21
4964,5.0339805626532895e+20
4965,3.409974482491628e+19
4966,1.2458981375907098e+20
4967,3.6082811519832556e+18
4968,3.2323897669117715e+21
4969,2.8080545061925326e+20
4970,1.1257925776366744e+22
4971,1.8008764604630934e+23
4972,1.3717829037367749e+19
4973,5.5964222308045016e+20
4974,2.7934457318128868e+20
4975,7.45204437224434e+19
4976,3.205661708827491e+17
4977,6.269052981790759e+18
4978,9.84378008799535e+20
4979,3.93142215465873e+21
4980,1.2866865484071558e+20
4981,1.4763427062470126e+18
4982,5.1180063036673747e+20
4983,4.2564601416735734e+18
4984,3.7245867717065464e+16
4985,2.8184462246384678e+20
4986,1.46218287770756e+22
4987,9.882525100900615e+20
4988,8.66918711874816e+17
4989,4.564508051681635e+19
4990,9.586843654739885e+20
4991,2.1727844672213523e+20
4992,8.045405322661895e+18
4993,1.4356270656508377e+19
4994,3.947973646220849e+18
4995,3.3912161693066437e+19
4996,1.0070393729722719e+21
4997,9.076515625328108e+21
4998,5.739544473933767e+19
4999,4.455256977268783e+19
5000,4.2962572358064876e+18
5001,3.088270249823346e+21
5002,9.598066145558979e+21
5003,5.8427884502453334e+23
5004,4.4921032407950565e+19
5005,4.030794963906217e+20
5006,6.928607580574501e+20
5007,2.1139836845724736e+20
5008,9.355939706562128e+21
5009,7.145798611421282e+21
5010,2.9979463145335017e+19
5011,2.680496068747696e+20
5012,1.3388890137828557e+18
5013,1.0389159583181786e+20
5014,3.8426577059317606e+20
5015,7.360412719493148e+22
5016,1.1661240134315907e+19
5017,3.4449231091261874e+19
5018,6.550854056900121e+18
5019,2.119445739450862e+19
5020,5.93069230511332e+21
5021,7.644340947001054e+19
5022,3.6022298013832655e+19
5023,3.5230734474473594e+21
5024,1.2809822814100877e+23
5025,8.765529339372237e+20
5026,4.73506922196399e+20
5027,1.6500923377297452e+18
5028,1.9553392061029214e+20
5029,1.9686915037191125e+21
5030,1.91582350490895e+21
5031,6.988267955017647e+19
5032,8.79738675890781e+18
5033,3.603288901824287e+20
5034,4.555614285791821e+19
5035,1.2730562708127922e+19
5036,1.4579203440876805e+21
5037,2.344579803728939e+19
5038,7.615200169234711e+17
5039,7.611213500157654e+19
5040,1.441200569652024e+17
5041,1.0176006429731955e+19
5042,1.3678202185509772e+20
5043,9.132256368093808e+19
5044,9.447793672092633e+19
5045,7.919287366454541e+17
5046,6.864884431006021e+21
5047,3.318551151469091e+25
5048,1.910388598826672e+23
5049,2.7553260203916394e+19
5050,1.060008976570953e+23
5051,2.7389716196664926e+19
5052,9.980293203784326e+21
5053,5.293275312105064e+18
5054,9.215027204269515e+18
5055,1.9122660369914434e+19
5056,7.616922646601647e+20
5057,7.138821723648975e+20
5058,8.534068971060645e+17
5059,5.497389041935778e+19
5060,1.2195039086462055e+22
5061,1.0168904155037217e+23
5062,2.148984159893913e+22
5063,5.231427762040043e+17
5064,4.405807926469963e+19
5065,9.635314330920542e+21
5066,2.5828043690831124e+21
5067,6.94258915131811e+17
5068,3.9140249770611666e+18
5069,5.471710268326596e+24
5070,1.9204718126362255e+19
5071,1.2351864796607316e+20
5072,1.8352481543662983e+19
5073,1.054763716225061e+22
5074,2.309841139575711e+21
5075,8.35217697881491e+19
5076,2.365128156804533e+19
5077,8.741002700894867e+17
5078,5.027240319970741e+20
5079,5.5736588286203186e+20
5080,5.815018390077993e+20
5081,2.489957586125855e+20
5082,1.6926724334433698e+20
5083,1.853711780082058e+21
5084,1.587483768869228e+21
5085,1.1349745653395603e+19
5086,3.0339498390821325e+18
5087,2.238344013473541e+21
5088,8.863864340284332e+20
5089,1.0145455947669244e+21
5090,6.36599239078759e+18
5091,7.149238497270586e+19
5092,5.512928037065906e+19
5093,2.986890054899961e+20
5094,5.228406395424161e+18
5095,3.690339034488217e+22
5096,1.2530314465282966e+19
5097,1.1244325265311023e+20
5098,1.9971473585754624e+22
5099,7.17507333814748e+20
5100,1.5308566487739016e+22
5101,1.8982378300136145e+19
5102,3.445427869402581e+19
5103,3.065448277903787e+21
5104,9.14245672034123e+20
5105,1.6006577556140762e+21
5106,2.0489298590268293e+20
5107,4.713532785719838e+19
5108,1.808366462763641e+21
5109,6.18802198090286e+19
5110,7.134875487101469e+19
5111,2.7827446171152216e+19
5112,1.662874276176263e+20
5113,5.906652642266966e+20
5114,1.0967533115376536e+23
5115,2.0389992875732358e+22
5116,6.048060942419408e+20
5117,8.320521505222383e+18
5118,1.4440860049643253e+21
5119,2.8029652143090306e+22
5120,3.467456793246781e+20
5121,2.088571483699966e+21
5122,2.5290262404870877e+19
5123,2.3602575697960095e+20
5124,3.987101280040351e+19
5125,1.2240002493981403e+21
5126,6.895400583944135e+20
5127,4.1633697381862217e+21
5128,2.2036915640158817e+20
5129,1.941096626384226e+19
5130,2.377701821298837e+23
5131,4.6144131710635223e+21
5132,7.668975839631947e+19
5133,2.367103640969608e+22
5134,3.471388912370062e+18
5135,7.254908229328275e+19
5136,9.220567838281768e+22
5137,5.704239649969423e+20
5138,1.6166500756762896e+17
5139,5.963462992629908e+19
5140,5.297470272403873e+20
5141,3.454893823793628e+20
5142,1.7868944002451223e+20
5143,8.287936534980179e+19
5144,4.926638233582183e+21
5145,1.0092019398209842e+20
5146,1.2540464606428328e+19
5147,1.4825253814611556e+19
5148,1.0298429416608449e+19
5149,1.0999563108901582e+22
5150,2.668546390373932e+19
5151,1.979213540794934e+20
5152,2.525686470099703e+22
5153,1.893457606120967e+20
5154,1.719217494388099e+20
5155,2.5236868506116588e+19
5156,9.722672930558894e+19
5157,1.1742263139974278e+21
5158,4.4114485871454186e+21
5159,4.693457737482566e+21
5160,4.9547849422253285e+19
5161,1.2316912652401785e+19
5162,7.751767939857212e+17
5163,4.699393778417494e+23
5164,1.6651424032573037e+19
5165,9.825602954922707e+20
